time,Company,Year,Month,open,high,low,close,volume
4/28/2003,Netflix Inc.,2003,4,21,22.25,21,22.16,1623400
4/28/2003,Microsoft Corporation,2003,4,25.39,25.94,25.32,25.74,56287600
4/28/2003,Amazon.com Inc.,2003,4,28.64,29.19,28.6,29.11,15801000
4/29/2003,Microsoft Corporation,2003,4,25.95,26.25,25.68,25.8,65877300
4/29/2003,Netflix Inc.,2003,4,22.11,23,22.11,22.8,1437800
4/29/2003,Amazon.com Inc.,2003,4,28.91,29.04,28.61,28.89,10526400
4/29/2003,Apple Inc.,2003,4,13.98,14.16,13.58,14.06,8182800
4/30/2003,Microsoft Corporation,2003,4,25.73,25.88,25.25,25.57,55566800
4/30/2003,Apple Inc.,2003,4,13.93,14.35,13.85,14.22,8181700
4/30/2003,Amazon.com Inc.,2003,4,28.6,29,28.38,28.69,9450000
4/30/2003,Netflix Inc.,2003,4,22.89,23.28,21.75,22.8,790800
5/1/2003,Amazon.com Inc.,2003,5,28.68,28.7,28.15,28.66,7689200
5/1/2003,Netflix Inc.,2003,5,22.67,22.84,22.35,22.5,1070300
5/1/2003,Microsoft Corporation,2003,5,25.54,25.95,25.34,25.72,42085800
5/1/2003,Apple Inc.,2003,5,14.25,14.39,14,14.36,6120700
5/2/2003,Netflix Inc.,2003,5,22.45,23,22.4,22.631,881000
5/2/2003,Amazon.com Inc.,2003,5,28.63,29.4599,28.55,29.43,9884400
5/2/2003,Apple Inc.,2003,5,14.46,14.59,14.34,14.45,5735400
5/2/2003,Microsoft Corporation,2003,5,25.65,26.29,25.56,26.1,52695400
5/5/2003,Netflix Inc.,2003,5,22.42,24.39,22.42,23.37,1032100
5/5/2003,Apple Inc.,2003,5,14.77,16.88,14.75,16.09,27780500
5/5/2003,Microsoft Corporation,2003,5,26.25,26.39,25.84,25.86,50391500
5/5/2003,Amazon.com Inc.,2003,5,29.47,30.05,29.01,29.96,11136300
5/6/2003,Netflix Inc.,2003,5,23.37,24.19,22.9,23.22,1068900
5/6/2003,Amazon.com Inc.,2003,5,29.83,31.18,29.8,30.88,13962400
5/6/2003,Apple Inc.,2003,5,16.12,17.9,16.108,17.5,27044500
5/6/2003,Microsoft Corporation,2003,5,25.86,26.5,25.82,26.37,54299500
5/7/2003,Netflix Inc.,2003,5,23.22,23.8,22.85,23.635,962400
5/7/2003,Microsoft Corporation,2003,5,26.11,26.35,25.84,25.99,49120000
5/7/2003,Apple Inc.,2003,5,17.33,18.24,17.11,17.65,18828200
5/7/2003,Amazon.com Inc.,2003,5,30.66,30.86,30.03,30.7,10351800
5/8/2003,Apple Inc.,2003,5,17.7,18.07,17.299,18,12281000
5/8/2003,Amazon.com Inc.,2003,5,30.36,30.764,30.22,30.45,8513500
5/8/2003,Netflix Inc.,2003,5,23.31,23.41,22.77,22.88,717600
5/8/2003,Microsoft Corporation,2003,5,25.75,26.14,25.71,25.74,46401400
5/9/2003,Netflix Inc.,2003,5,22.9,23.1,22.3,22.62,423300
5/9/2003,Amazon.com Inc.,2003,5,30.46,30.99,30.2,30.965,5981700
5/9/2003,Apple Inc.,2003,5,18.33,18.4,17.88,18.3,10506900
5/9/2003,Microsoft Corporation,2003,5,25.9,26.5,25.89,26.36,58913600
5/12/2003,Amazon.com Inc.,2003,5,30.83,31.8,30.67,31.7,7246900
5/12/2003,Microsoft Corporation,2003,5,26.15,26.47,26.06,26.2,53900800
5/12/2003,Netflix Inc.,2003,5,22.89,23.95,22.7,23.53,842000
5/12/2003,Apple Inc.,2003,5,18.15,18.74,18.13,18.56,7488800
5/13/2003,Microsoft Corporation,2003,5,26.04,26.2,25.89,25.99,44501900
5/13/2003,Netflix Inc.,2003,5,23.7,25.25,23.55,25.15,1300500
5/13/2003,Amazon.com Inc.,2003,5,31.55,33.49,31.44,32.95,15844500
5/13/2003,Apple Inc.,2003,5,18.43,18.97,17.95,18.67,7978500
5/14/2003,Netflix Inc.,2003,5,25.88,25.93,24.32,24.48,1365500
5/14/2003,Microsoft Corporation,2003,5,26.08,26.18,25.54,25.62,45021000
5/14/2003,Apple Inc.,2003,5,18.83,18.84,18.43,18.55,6348000
5/14/2003,Amazon.com Inc.,2003,5,33.14,33.19,32.44,32.6,7993200
5/15/2003,Apple Inc.,2003,5,18.6,18.85,18.47,18.73,5089200
5/15/2003,Microsoft Corporation,2003,5,25.85,26.01,25.57,25.79,45450200
5/15/2003,Amazon.com Inc.,2003,5,32.64,32.75,32.2,32.63,5192300
5/15/2003,Netflix Inc.,2003,5,24.58,24.98,24.15,24.46,763200
5/16/2003,Apple Inc.,2003,5,18.59,19,18.28,18.8,6100500
5/16/2003,Amazon.com Inc.,2003,5,32.51,33.161,32.38,33.05,7644100
5/16/2003,Netflix Inc.,2003,5,24.52,24.6,23,23.79,926200
5/16/2003,Microsoft Corporation,2003,5,25.88,26.05,25.41,25.57,60620900
5/19/2003,Microsoft Corporation,2003,5,25.4,25.54,24.74,24.76,55336300
5/19/2003,Amazon.com Inc.,2003,5,32.7,32.97,31.4,31.56,9763500
5/19/2003,Netflix Inc.,2003,5,23.3,23.42,20.53,20.79,2176600
5/19/2003,Apple Inc.,2003,5,18.53,18.65,18.06,18.1,7962300
5/20/2003,Amazon.com Inc.,2003,5,31.56,32.13,31.17,31.48,8066200
5/20/2003,Microsoft Corporation,2003,5,24.86,25,24.5,24.63,52677600
5/20/2003,Netflix Inc.,2003,5,21.35,21.95,20.55,21.75,1443500
5/20/2003,Apple Inc.,2003,5,18.1,18.16,17.6,17.79,7432500
5/21/2003,Apple Inc.,2003,5,17.79,18.09,17.67,17.85,5446600
5/21/2003,Amazon.com Inc.,2003,5,31.34,31.84,31.16,31.75,5200300
5/21/2003,Microsoft Corporation,2003,5,24.63,24.71,23.89,24.03,108960900
5/21/2003,Netflix Inc.,2003,5,21.76,21.79,20.76,21.19,675100
5/22/2003,Amazon.com Inc.,2003,5,31.75,33.299,31.29,33,8489900
5/22/2003,Apple Inc.,2003,5,17.89,18.4,17.74,18.24,3186800
5/22/2003,Netflix Inc.,2003,5,21.18,22.84,21.1,22.59,1019900
5/22/2003,Microsoft Corporation,2003,5,24.2,24.27,24.04,24.16,93157100
5/23/2003,Microsoft Corporation,2003,5,24.2,24.54,24.03,24.22,76968000
5/23/2003,Apple Inc.,2003,5,18.21,18.46,17.96,18.32,3691400
5/23/2003,Amazon.com Inc.,2003,5,33.03,33.05,32.47,32.72,7063200
5/23/2003,Netflix Inc.,2003,5,22.87,23.2,22.1,22.12,583700
5/27/2003,Amazon.com Inc.,2003,5,32.55,35.03,32.45,34.85,12225400
5/27/2003,Netflix Inc.,2003,5,22.05,22.95,22,22.69,991700
5/27/2003,Apple Inc.,2003,5,17.96,18.9,17.91,18.88,5180900
5/27/2003,Microsoft Corporation,2003,5,24.25,24.89,24.22,24.79,68486800
5/28/2003,Netflix Inc.,2003,5,22.81,23.45,21.75,22.6,723400
5/28/2003,Microsoft Corporation,2003,5,24.78,24.87,24.3,24.41,91467000
5/28/2003,Amazon.com Inc.,2003,5,34.88,35.73,34.65,34.86,9053100
5/28/2003,Apple Inc.,2003,5,18.5,18.655,18.15,18.28,6065700
5/29/2003,Apple Inc.,2003,5,18.29,18.5,17.9,18.1,5960100
5/29/2003,Amazon.com Inc.,2003,5,34.89,35.97,34.7,35.55,9341600
5/29/2003,Microsoft Corporation,2003,5,24.47,24.67,24.23,24.4,75451300
5/29/2003,Netflix Inc.,2003,5,22.54,23.01,22.11,22.8,519800
5/30/2003,Apple Inc.,2003,5,18.12,18.18,17.53,17.95,6834800
5/30/2003,Microsoft Corporation,2003,5,24.73,24.91,24.51,24.61,85096700
5/30/2003,Amazon.com Inc.,2003,5,35.61,36.09,34.999,35.89,10190300
5/30/2003,Netflix Inc.,2003,5,22.83,22.95,22.15,22.45,748300
6/2/2003,Netflix Inc.,2003,6,22.51,24.25,22.51,23.3,1253400
6/2/2003,Amazon.com Inc.,2003,6,36.5,36.678,35.35,35.4,9552700
6/2/2003,Apple Inc.,2003,6,18.1,18.29,17.27,17.45,7474800
6/2/2003,Microsoft Corporation,2003,6,24.98,25.03,24.57,24.64,66310800
6/3/2003,Apple Inc.,2003,6,17.44,17.67,17.02,17.31,6443900
6/3/2003,Netflix Inc.,2003,6,23.29,24.06,23.05,23.861,610600
6/3/2003,Microsoft Corporation,2003,6,24.75,24.92,24.57,24.88,61058200
6/3/2003,Amazon.com Inc.,2003,6,34.94,35.309,34.68,35.23,10095900
6/4/2003,Amazon.com Inc.,2003,6,35,35.6,34.7,35.39,9333400
6/4/2003,Netflix Inc.,2003,6,24.11,25.2,24.01,24.4,887200
6/4/2003,Microsoft Corporation,2003,6,24.99,25.22,24.74,24.87,83484600
6/4/2003,Apple Inc.,2003,6,17.3,17.79,17.14,17.6,4842900
6/5/2003,Apple Inc.,2003,6,17.45,17.74,17.33,17.64,3669600
6/5/2003,Microsoft Corporation,2003,6,24.47,24.52,24.01,24.09,115877900
6/5/2003,Netflix Inc.,2003,6,24.49,25.44,23.63,25.41,936000
6/5/2003,Amazon.com Inc.,2003,6,35.16,35.84,34.61,35.52,7193700
6/6/2003,Apple Inc.,2003,6,17.74,18.04,17.14,17.15,4310500
6/6/2003,Microsoft Corporation,2003,6,24.44,24.56,23.65,23.67,119629400
6/6/2003,Netflix Inc.,2003,6,25.74,26.35,23.3,23.61,1369600
6/6/2003,Amazon.com Inc.,2003,6,36.04,36.26,33.25,33.35,11380900
6/9/2003,Microsoft Corporation,2003,6,23.72,23.98,23.6,23.75,73610000
6/9/2003,Amazon.com Inc.,2003,6,34.47,34.47,33.08,33.68,8438400
6/9/2003,Netflix Inc.,2003,6,23.62,23.69,22.5,23.001,909400
6/9/2003,Apple Inc.,2003,6,16.94,17.04,16.63,16.79,4642000
6/10/2003,Netflix Inc.,2003,6,22.02,23.58,20.82,22.7,4459500
6/10/2003,Microsoft Corporation,2003,6,23.94,24.75,23.85,24.68,80655300
6/10/2003,Apple Inc.,2003,6,16.89,17.29,16.75,17.18,3154400
6/10/2003,Amazon.com Inc.,2003,6,34.02,34.38,32.83,34.07,9663600
6/11/2003,Amazon.com Inc.,2003,6,33.97,34.81,33.6,34.65,7746400
6/11/2003,Netflix Inc.,2003,6,22.12,22.85,21.9,22.45,1283800
6/11/2003,Apple Inc.,2003,6,17.15,17.51,16.814,17.45,4019900
6/11/2003,Microsoft Corporation,2003,6,24.67,24.96,24.42,24.88,75768600
6/12/2003,Microsoft Corporation,2003,6,24.97,25.14,24.74,24.99,66177700
6/12/2003,Netflix Inc.,2003,6,22.19,22.49,21.22,21.92,1318400
6/12/2003,Apple Inc.,2003,6,17.55,17.88,17.45,17.77,4510500
6/12/2003,Amazon.com Inc.,2003,6,35.4,35.4,34.71,35.201,7032500
6/13/2003,Amazon.com Inc.,2003,6,35.4,35.45,34.05,34.13,6011800
6/13/2003,Netflix Inc.,2003,6,21.21,21.35,18.05,19.2,4716000
6/13/2003,Microsoft Corporation,2003,6,25.2,25.25,24.49,24.65,55157500
6/13/2003,Apple Inc.,2003,6,17.75,17.95,17.13,17.42,3415100
6/16/2003,Microsoft Corporation,2003,6,24.8,25.42,24.67,25.39,69658600
6/16/2003,Apple Inc.,2003,6,17.6,18.27,17.45,18.27,4259400
6/16/2003,Netflix Inc.,2003,6,19.44,21.77,19.4,21.75,2301800
6/16/2003,Amazon.com Inc.,2003,6,34.57,35.85,34.08,35.84,7127900
6/17/2003,Amazon.com Inc.,2003,6,35.93,36.37,35.25,35.84,8249900
6/17/2003,Microsoft Corporation,2003,6,25.64,26.14,25.53,25.96,122213900
6/17/2003,Apple Inc.,2003,6,18.41,18.5,17.99,18.19,3169000
6/17/2003,Netflix Inc.,2003,6,21.84,22.3,21.12,21.21,1253000
6/18/2003,Apple Inc.,2003,6,18.45,19.48,18.309,19.12,8124700
6/18/2003,Netflix Inc.,2003,6,21.37,21.87,21.12,21.46,785800
6/18/2003,Amazon.com Inc.,2003,6,35.5,37.24,35.35,35.85,11206800
6/18/2003,Microsoft Corporation,2003,6,25.98,26.43,25.71,26.07,89957700
6/19/2003,Apple Inc.,2003,6,19.35,19.61,18.77,19.14,6813000
6/19/2003,Microsoft Corporation,2003,6,26.09,26.39,26.01,26.07,63626900
6/19/2003,Netflix Inc.,2003,6,21.4,22.15,21.4,21.97,1101800
6/19/2003,Amazon.com Inc.,2003,6,35.8,36.75,35.38,35.5,5988100
6/20/2003,Apple Inc.,2003,6,19.35,19.58,18.9,19.2,6366900
6/20/2003,Amazon.com Inc.,2003,6,35.8,35.875,34.84,35.04,7012500
6/20/2003,Microsoft Corporation,2003,6,26.34,26.38,26.01,26.33,86048900
6/20/2003,Netflix Inc.,2003,6,22.17,22.55,21.21,21.7,929900
6/23/2003,Amazon.com Inc.,2003,6,35.48,35.86,35.03,35.58,8407300
6/23/2003,Microsoft Corporation,2003,6,26.14,26.24,25.49,25.78,52584500
6/23/2003,Netflix Inc.,2003,6,21.56,21.85,21.23,21.5,621400
6/23/2003,Apple Inc.,2003,6,19.301,19.69,18.75,19.06,5488600
6/24/2003,Microsoft Corporation,2003,6,25.65,26.04,25.52,25.7,51820300
6/24/2003,Apple Inc.,2003,6,19.47,19.67,18.72,18.78,9185400
6/24/2003,Amazon.com Inc.,2003,6,35.37,35.82,34.54,35.4,8177200
6/24/2003,Netflix Inc.,2003,6,21.4,23.98,21.4,22.85,2405800
6/25/2003,Apple Inc.,2003,6,18.86,19.4,18.71,19.09,5889500
6/25/2003,Amazon.com Inc.,2003,6,35.3,36.13,35.15,35.39,6659000
6/25/2003,Netflix Inc.,2003,6,23.5,24.14,22.55,23.12,1355600
6/25/2003,Microsoft Corporation,2003,6,25.64,25.99,25.14,25.26,60483500
6/26/2003,Apple Inc.,2003,6,18.7,19.32,18.7,19.29,2887600
6/26/2003,Netflix Inc.,2003,6,23.22,25.21,23.12,24.88,2304100
6/26/2003,Microsoft Corporation,2003,6,25.39,26.51,25.21,25.75,51758100
6/26/2003,Amazon.com Inc.,2003,6,35.21,36.84,35.06,36.72,10292400
6/27/2003,Apple Inc.,2003,6,19.3,19.31,18.48,18.73,6532000
6/27/2003,Microsoft Corporation,2003,6,25.95,26.34,25.53,25.63,76040300
6/27/2003,Amazon.com Inc.,2003,6,36.69,37.09,36.18,36.3,6756500
6/27/2003,Netflix Inc.,2003,6,24.99,25.89,24.72,24.9,1293700
6/30/2003,Microsoft Corporation,2003,6,25.94,26.12,25.5,25.64,48073100
6/30/2003,Apple Inc.,2003,6,18.68,19.21,18.59,19.06,3967000
6/30/2003,Amazon.com Inc.,2003,6,36.63,36.821,36.02,36.32,5143900
6/30/2003,Netflix Inc.,2003,6,25.09,26.24,24.91,25.55,1858000
7/1/2003,Amazon.com Inc.,2003,7,36.33,37.29,35.7,37.25,7242800
7/1/2003,Apple Inc.,2003,7,18.87,19.18,18.51,19.09,3232000
7/1/2003,Microsoft Corporation,2003,7,25.59,26.2,25.39,26.15,60926000
7/1/2003,Netflix Inc.,2003,7,25.6,25.6,24.26,24.75,882600
7/2/2003,Amazon.com Inc.,2003,7,37.66,37.89,37.14,37.85,6086100
7/2/2003,Microsoft Corporation,2003,7,26.5,26.93,26.45,26.88,94069300
7/2/2003,Apple Inc.,2003,7,19.03,19.4,19.02,19.27,5808900
7/2/2003,Netflix Inc.,2003,7,25.96,27.5,25.67,27.16,2790800
7/3/2003,Apple Inc.,2003,7,19,19.55,18.98,19.13,2460200
7/3/2003,Netflix Inc.,2003,7,26.93,27.9,26.8,27.75,585900
7/3/2003,Amazon.com Inc.,2003,7,37.02,38.16,37.02,37.68,3846000
7/3/2003,Microsoft Corporation,2003,7,26.69,26.95,26.41,26.5,39440900
7/7/2003,Netflix Inc.,2003,7,27.5,28.6,26.3,26.8,1390500
7/7/2003,Apple Inc.,2003,7,19.27,20.18,19.13,19.87,5112000
7/7/2003,Amazon.com Inc.,2003,7,38.3,39.1,37.95,39.05,6697300
7/7/2003,Microsoft Corporation,2003,7,27.02,27.55,26.95,27.42,88960800
7/8/2003,Netflix Inc.,2003,7,27,27.6,26.75,27.43,767900
7/8/2003,Apple Inc.,2003,7,19.52,20.5,19.49,20.4,4584600
7/8/2003,Microsoft Corporation,2003,7,27.26,27.8,27.25,27.7,61896800
7/8/2003,Amazon.com Inc.,2003,7,38.76,40.83,38.75,40.51,12145400
7/9/2003,Netflix Inc.,2003,7,27.4,28.04,26.901,27.56,688000
7/9/2003,Apple Inc.,2003,7,20.21,20.45,19.885,19.89,3815100
7/9/2003,Amazon.com Inc.,2003,7,40.54,40.73,39.87,40.5,7832200
7/9/2003,Microsoft Corporation,2003,7,27.56,27.7,27.25,27.47,62300700
7/10/2003,Netflix Inc.,2003,7,27.37,27.94,26.7,26.91,625300
7/10/2003,Apple Inc.,2003,7,19.91,19.94,19.37,19.58,3052400
7/10/2003,Amazon.com Inc.,2003,7,39.12,39.5,38.2,38.25,8825600
7/10/2003,Microsoft Corporation,2003,7,27.25,27.42,26.59,26.91,55350800
7/11/2003,Netflix Inc.,2003,7,26.61,27.25,26.02,26.49,566900
7/11/2003,Amazon.com Inc.,2003,7,38.3,38.3,37.1,37.65,11559900
7/11/2003,Apple Inc.,2003,7,19.66,20,19.531,19.85,2443900
7/11/2003,Microsoft Corporation,2003,7,26.95,27.45,26.89,27.31,50377300
7/14/2003,Amazon.com Inc.,2003,7,38.5,39.61,38.24,39.27,8690300
7/14/2003,Apple Inc.,2003,7,20.01,20.4,19.87,19.9,3364400
7/14/2003,Netflix Inc.,2003,7,26.64,28.55,26.49,28.14,847300
7/14/2003,Microsoft Corporation,2003,7,27.63,27.81,27.05,27.4,60464400
7/15/2003,Apple Inc.,2003,7,20.02,20.24,19.43,19.61,3690100
7/15/2003,Microsoft Corporation,2003,7,27.47,27.53,27.1,27.27,53567600
7/15/2003,Netflix Inc.,2003,7,26.67,28.02,26.16,26.38,1256300
7/15/2003,Amazon.com Inc.,2003,7,39.61,39.61,37.62,38.43,5851500
7/16/2003,Microsoft Corporation,2003,7,27.56,27.62,27.2,27.52,49838900
7/16/2003,Netflix Inc.,2003,7,26.65,27,24.5,25.48,966700
7/16/2003,Apple Inc.,2003,7,19.97,20,19.38,19.87,4480900
7/16/2003,Amazon.com Inc.,2003,7,38.52,38.52,37.32,37.68,5625600
7/17/2003,Netflix Inc.,2003,7,25.24,25.48,24.57,25.28,1224400
7/17/2003,Apple Inc.,2003,7,20.19,20.95,20.13,20.9,13414500
7/17/2003,Microsoft Corporation,2003,7,27.14,27.27,26.54,26.69,72805000
7/17/2003,Amazon.com Inc.,2003,7,37.15,37.3,36.04,36.32,7642000
7/18/2003,Amazon.com Inc.,2003,7,36.32,36.85,34.79,34.9798,13402900
7/18/2003,Netflix Inc.,2003,7,25.51,25.54,22.55,24.15,2588300
7/18/2003,Apple Inc.,2003,7,20.9,21.18,20.4,20.859,5336400
7/18/2003,Microsoft Corporation,2003,7,27.11,27.23,26.75,26.89,63388400
7/21/2003,Amazon.com Inc.,2003,7,34.71,36,34.6,35.33,9825700
7/21/2003,Netflix Inc.,2003,7,24.16,24.16,22.97,23.53,780300
7/21/2003,Apple Inc.,2003,7,20.69,20.8,20.2999,20.61,3282300
7/21/2003,Microsoft Corporation,2003,7,26.87,26.91,26,26.04,48480800
7/22/2003,Netflix Inc.,2003,7,23.53,24.99,23.48,24.7,823200
7/22/2003,Microsoft Corporation,2003,7,26.28,26.56,26.13,26.38,51791000
7/22/2003,Apple Inc.,2003,7,20.87,20.96,20.5,20.8,3543300
7/22/2003,Amazon.com Inc.,2003,7,35.7,36,34,34.87,15896800
7/23/2003,Netflix Inc.,2003,7,24.86,26.73,24.85,26.67,1564200
7/23/2003,Microsoft Corporation,2003,7,26.42,26.65,26.14,26.45,49828200
7/23/2003,Amazon.com Inc.,2003,7,37.75,40.25,37.35,40.11,32178100
7/23/2003,Apple Inc.,2003,7,20.95,20.96,20.46,20.79,2554200
7/24/2003,Netflix Inc.,2003,7,26.9,27.35,26.2,26.4,774400
7/24/2003,Amazon.com Inc.,2003,7,41,43.1,40.58,41.31,23828000
7/24/2003,Microsoft Corporation,2003,7,26.78,26.92,25.98,26,53556600
7/24/2003,Apple Inc.,2003,7,21.04,21.5,20.38,20.51,4093500
7/25/2003,Amazon.com Inc.,2003,7,40.74,41.65,39.75,41.6,10647600
7/25/2003,Apple Inc.,2003,7,20.41,21.57,20.4,21.54,3869400
7/25/2003,Microsoft Corporation,2003,7,26.28,26.95,26.07,26.89,54173000
7/25/2003,Netflix Inc.,2003,7,26.09,27.1,26.09,27.02,395300
7/28/2003,Netflix Inc.,2003,7,26.55,27.47,26.51,26.62,535400
7/28/2003,Amazon.com Inc.,2003,7,41.49,42.18,40.87,42.08,7453200
7/28/2003,Microsoft Corporation,2003,7,26.94,27,26.49,26.61,52658300
7/28/2003,Apple Inc.,2003,7,21.5,21.505,20.86,20.99,3042100
7/29/2003,Microsoft Corporation,2003,7,26.88,26.9,26.24,26.47,62391100
7/29/2003,Amazon.com Inc.,2003,7,41.99,42.5,41.06,41.39,7825500
7/29/2003,Apple Inc.,2003,7,20.99,21.08,20.52,20.72,3520000
7/29/2003,Netflix Inc.,2003,7,26.75,27,26.25,26.69,382700
7/30/2003,Amazon.com Inc.,2003,7,41.15,41.27,40.45,40.66,7166300
7/30/2003,Microsoft Corporation,2003,7,26.46,26.57,26.17,26.23,41240300
7/30/2003,Apple Inc.,2003,7,20.77,20.9,20.17,20.28,3099900
7/30/2003,Netflix Inc.,2003,7,26.75,26.77,25.85,25.955,377600
7/31/2003,Netflix Inc.,2003,7,26.25,26.3,24.8,26.2,609600
7/31/2003,Amazon.com Inc.,2003,7,41.35,41.97,40.67,41.64,8970700
7/31/2003,Microsoft Corporation,2003,7,26.6,26.99,26.31,26.41,64504800
7/31/2003,Apple Inc.,2003,7,20.74,21.35,20.57,21.08,5383300
8/1/2003,Netflix Inc.,2003,8,25.92,26,24.95,24.95,452800
8/1/2003,Microsoft Corporation,2003,8,26.33,26.51,26.12,26.17,42649700
8/1/2003,Apple Inc.,2003,8,21,21.27,20.64,20.73,2671500
8/1/2003,Amazon.com Inc.,2003,8,41.41,41.63,39.78,40.03,8805200
8/4/2003,Microsoft Corporation,2003,8,26.15,26.41,25.75,26.18,51825600
8/4/2003,Amazon.com Inc.,2003,8,39.7,40.29,38.95,39.65,7054400
8/4/2003,Netflix Inc.,2003,8,24.95,25.16,24.3,24.95,262600
8/4/2003,Apple Inc.,2003,8,20.53,21.5,20.28,21.21,4109200
8/5/2003,Apple Inc.,2003,8,21.35,21.4,20.1,20.38,4454300
8/5/2003,Netflix Inc.,2003,8,25.1,25.45,24.26,24.31,220300
8/5/2003,Amazon.com Inc.,2003,8,39.24,39.85,38.63,38.67,6816200
8/5/2003,Microsoft Corporation,2003,8,26.31,26.54,25.6,25.66,58825800
8/6/2003,Amazon.com Inc.,2003,8,38.63,39.95,38.28,38.94,9192600
8/6/2003,Microsoft Corporation,2003,8,25.54,26.19,25.43,25.65,56294900
8/6/2003,Netflix Inc.,2003,8,24.4,24.5,22.87,23.36,579500
8/6/2003,Apple Inc.,2003,8,20.06,20.17,19.5,19.63,4383300
8/7/2003,Microsoft Corporation,2003,8,25.72,25.81,25.45,25.71,44258500
8/7/2003,Netflix Inc.,2003,8,23.11,23.35,22.6,23.09,563800
8/7/2003,Apple Inc.,2003,8,19.73,20.09,19.42,19.93,3113900
8/7/2003,Amazon.com Inc.,2003,8,39,39.34,38.59,39.01,6395500
8/8/2003,Apple Inc.,2003,8,20.11,20.13,19.6,19.64,2458200
8/8/2003,Amazon.com Inc.,2003,8,39.13,39.4,38.63,39.15,4810900
8/8/2003,Netflix Inc.,2003,8,23.15,23.75,23.08,23.49,238500
8/8/2003,Microsoft Corporation,2003,8,25.88,25.98,25.5,25.58,33241400
8/11/2003,Netflix Inc.,2003,8,23.35,24.93,23.34,24.82,448600
8/11/2003,Apple Inc.,2003,8,19.82,19.93,19.51,19.66,2450500
8/11/2003,Amazon.com Inc.,2003,8,38.99,39.04,38.35,38.93,5239100
8/11/2003,Microsoft Corporation,2003,8,25.61,25.99,25.54,25.61,36433900
8/12/2003,Apple Inc.,2003,8,19.76,19.8,19.46,19.7,2936400
8/12/2003,Microsoft Corporation,2003,8,25.71,25.77,25.45,25.73,38208400
8/12/2003,Amazon.com Inc.,2003,8,38.95,39.96,38.31,39.85,6128500
8/12/2003,Netflix Inc.,2003,8,24.93,25,24.14,24.87,215000
8/13/2003,Apple Inc.,2003,8,19.86,20.34,19.58,20.18,5073200
8/13/2003,Microsoft Corporation,2003,8,25.79,25.89,25.5,25.6,39636900
8/13/2003,Amazon.com Inc.,2003,8,40.25,40.47,39.71,40.21,7154500
8/13/2003,Netflix Inc.,2003,8,24.88,25.24,24.08,24.22,324100
8/14/2003,Amazon.com Inc.,2003,8,39.92,40.37,39.65,40.3,4850300
8/14/2003,Netflix Inc.,2003,8,24.32,25.48,24.23,24.94,806700
8/14/2003,Microsoft Corporation,2003,8,25.66,25.71,25.52,25.63,37338300
8/14/2003,Apple Inc.,2003,8,20.21,20.33,19.94,19.97,3442500
8/15/2003,Netflix Inc.,2003,8,25.1,25.24,24.57,24.99,365500
8/15/2003,Microsoft Corporation,2003,8,25.61,25.66,25.43,25.54,27607900
8/15/2003,Amazon.com Inc.,2003,8,40.23,40.38,39.97,40.1,2486500
8/15/2003,Apple Inc.,2003,8,20.02,20.07,19.66,19.71,2247600
8/18/2003,Microsoft Corporation,2003,8,25.56,25.83,25.46,25.7,45817400
8/18/2003,Apple Inc.,2003,8,19.86,20.41,19.72,20.34,3442400
8/18/2003,Amazon.com Inc.,2003,8,40.5,43.24,40.38,43.02,11174200
8/18/2003,Netflix Inc.,2003,8,25.1,25.13,24.39,24.85,452500
8/19/2003,Microsoft Corporation,2003,8,25.85,26.65,25.77,26.62,72952900
8/19/2003,Netflix Inc.,2003,8,24.9,25.98,24.64,25.84,621800
8/19/2003,Apple Inc.,2003,8,20.37,20.45,20,20.32,2387300
8/19/2003,Amazon.com Inc.,2003,8,43.43,44.19,42.92,43.57,10489300
8/20/2003,Apple Inc.,2003,8,20.18,21.27,20.14,21.01,4878800
8/20/2003,Netflix Inc.,2003,8,25.71,28.86,25.71,27.72,2095500
8/20/2003,Microsoft Corporation,2003,8,26.3,26.53,26,26.45,56739300
8/20/2003,Amazon.com Inc.,2003,8,43.06,43.939,43.01,43.76,6724700
8/21/2003,Microsoft Corporation,2003,8,26.65,26.73,26.13,26.24,63802700
8/21/2003,Apple Inc.,2003,8,21.03,21.707,20.95,21.68,4559400
8/21/2003,Amazon.com Inc.,2003,8,44.22,45.91,43.87,45.7,11592500
8/21/2003,Netflix Inc.,2003,8,28.25,29.72,28.23,28.83,1396700
8/22/2003,Amazon.com Inc.,2003,8,46.4,46.95,44.81,45.22,10473300
8/22/2003,Netflix Inc.,2003,8,28.97,29.37,28.5,28.8,599700
8/22/2003,Microsoft Corporation,2003,8,26.78,26.95,26.21,26.22,65846300
8/22/2003,Apple Inc.,2003,8,21.81,22,20.636,20.88,4469000
8/25/2003,Microsoft Corporation,2003,8,26.31,26.54,26.23,26.5,36132900
8/25/2003,Amazon.com Inc.,2003,8,44.85,46.16,44.53,45.85,7103500
8/25/2003,Netflix Inc.,2003,8,28.51,28.66,27.25,28.07,492300
8/25/2003,Apple Inc.,2003,8,20.78,20.91,20.49,20.86,2460400
8/26/2003,Microsoft Corporation,2003,8,26.31,26.67,25.96,26.57,47546000
8/26/2003,Apple Inc.,2003,8,20.75,21.07,20.35,21.05,2945700
8/26/2003,Amazon.com Inc.,2003,8,45.65,46.14,45.11,45.93,6542400
8/26/2003,Netflix Inc.,2003,8,27.9,30.15,27.4,29.79,941300
